@relation spanish

@attribute one {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute two {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute thr {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute fou {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute fiv {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute six {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute sev {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute eig {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute nin {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute ten {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute ele {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}
@attribute twe {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}

@attribute class {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6}


@data
c,a,m,e,r,a,_,_,_,_,_,_,m
c,a,m,i,s,o,l,e,_,_,_,_,s
c,a,m,p,i,n,g,_,_,_,_,_,_
c,a,n,_,_,_,_,_,_,_,_,_,t
c,a,n,_,_,_,_,_,_,_,_,_,d
c,a,n,_,o,p,e,n,e,r,_,_,r
c,a,n,a,d,a,_,_,_,_,_,_,n
c,a,n,c,e,l,_,_,_,_,_,_,n
c,a,n,c,e,r,_,_,_,_,_,_,n
c,a,n,d,l,e,_,_,_,_,_,_,n
c,a,n,d,y,_,_,_,_,_,_,_,l
c,a,n,d,y,_,s,t,o,r,e,_,n
c,a,n,n,e,d,_,g,o,o,d,s,o
c,a,p,_,_,_,_,_,_,_,_,_,r
c,a,p,i,t,a,l,_,_,_,_,_,p
c,a,r,_,_,_,_,_,_,_,_,_,r
c,a,r,a,v,a,n,_,_,_,_,_,r
c,a,r,d,_,_,_,_,_,_,_,_,r
c,a,r,d,_,_,_,_,_,_,_,_,i
c,a,r,d,i,n,a,l,_,_,_,_,r
c,a,r,e,_,_,_,_,_,_,_,_,i
c,a,r,e,_,_,_,_,_,_,_,_,p
c,a,r,e,e,r,_,_,_,_,_,_,r
c,a,r,e,f,u,l,_,_,_,_,_,i
c,a,r,p,e,n,t,e,r,_,_,_,r
c,a,r,p,e,t,_,_,_,_,_,_,f
c,a,r,r,o,t,_,_,_,_,_,_,n
c,a,r,r,y,_,_,_,_,_,_,_,e
c,a,r,t,_,_,_,_,_,_,_,_,r
c,a,r,t,o,n,_,_,_,_,_,_,r
c,a,r,t,o,o,n,_,_,_,_,_,r
c,a,r,v,e,_,_,_,_,_,_,_,l
c,a,s,e,_,_,_,_,_,_,_,_,u
c,a,s,e,_,_,_,_,_,_,_,_,r
c,a,s,h,_,_,_,_,_,_,_,_,n
c,a,s,h,_,_,_,_,_,_,_,_,b
c,a,s,h,i,e,r,_,_,_,_,_,j
c,a,s,i,n,o,_,_,_,_,_,_,s
c,a,s,s,e,t,t,e,_,_,_,_,s
c,a,s,t,_,_,_,_,_,_,_,_,y
c,a,s,t,l,e,_,_,_,_,_,_,s
c,a,t,_,_,_,_,_,_,_,_,_,t
c,a,t,c,h,_,_,_,_,_,_,_,g
c,a,t,c,h,_,u,p,_,o,n,_,c
c,a,t,e,g,o,r,y,_,_,_,_,t
c,a,t,e,r,p,i,l,l,a,r,_,s
c,a,t,h,o,l,i,c,_,_,_,_,t
c,a,u,l,i,f,l,o,w,e,r,_,l
c,a,u,s,e,_,_,_,_,_,_,_,o
c,a,u,t,i,o,n,_,_,_,_,_,u
c,a,u,t,i,o,u,s,_,_,_,_,u
c,a,v,e,_,_,_,_,_,_,_,_,e
c,e,i,l,i,n,g,_,_,_,_,_,c
c,e,l,e,b,r,a,t,e,_,_,_,l
c,e,l,e,r,y,_,_,_,_,_,_,i
c,e,l,l,_,p,h,o,n,e,_,_,_
c,e,m,e,n,t,_,_,_,_,_,_,g
c,e,m,e,t,e,r,y,_,_,_,_,m
c,e,n,t,e,r,_,_,_,_,_,_,n
c,e,n,t,r,a,l,_,h,e,a,t,l
c,e,n,t,u,r,y,_,_,_,_,_,g
c,e,r,e,a,l,s,_,_,_,_,_,r
c,e,r,t,a,i,n,_,_,_,_,_,e
c,e,r,t,a,i,n,l,y,_,_,_,t
c,e,r,t,i,f,i,c,a,t,e,_,r
c,h,a,i,n,_,_,_,_,_,_,_,d
c,h,a,i,r,_,_,_,_,_,_,_,l
c,h,a,m,e,l,e,o,n,_,_,_,m
c,h,a,m,p,i,o,n,_,_,_,_,m
c,h,a,m,p,i,o,n,_,_,_,_,m
c,h,a,m,p,i,o,n,s,h,i,p,m
c,h,a,n,c,e,_,_,_,_,_,_,o
c,h,a,n,c,e,_,_,_,_,_,_,r
c,h,a,n,d,e,l,i,e,r,_,_,n
c,h,a,n,g,e,_,_,_,_,_,_,m
c,h,a,n,g,e,_,_,_,_,_,_,e
c,h,a,n,g,e,_,_,_,_,_,_,m
c,h,a,n,n,e,l,_,_,_,_,_,n
c,h,a,r,g,e,_,_,_,_,_,_,s
c,h,a,r,g,e,_,_,_,_,_,_,b
c,h,a,r,g,e,r,_,_,_,_,_,r
c,h,a,r,m,i,n,g,_,_,_,_,c
c,h,e,a,p,_,_,_,_,_,_,_,r
c,h,e,c,k,_,_,_,_,_,_,_,e
c,h,e,c,k,_,_,_,_,_,_,_,e
c,h,e,c,k,_,_,_,_,_,_,_,r
c,h,e,c,k,_,i,n,_,_,_,_,g
c,h,e,c,k,_,o,u,t,_,_,_,j
c,h,e,c,k,l,i,s,t,_,_,_,s
c,h,e,e,k,_,_,_,_,_,_,_,j
c,h,e,e,r,f,u,l,_,_,_,_,e
c,h,e,e,r,s,_,_,_,_,_,_,l
c,h,e,e,s,e,_,_,_,_,_,_,e
c,h,e,m,i,s,t,r,y,_,_,_,4
c,h,e,r,r,i,e,s,_,_,_,_,r
c,h,e,s,s,_,_,_,_,_,_,_,e
c,h,e,s,t,_,_,_,_,_,_,_,c
c,h,e,s,t,_,o,f,_,d,r,a,v
c,h,e,s,t,n,u,t,_,_,_,_,s
c,h,e,w,i,n,g,_,g,u,m,_,i
c,h,i,c,k,e,n,_,_,_,_,_,l
c,h,i,l,d,_,_,_,_,_,_,_,i
c,h,i,l,d,h,o,o,d,_,_,_,f
c,h,i,l,d,r,e,n,_,_,_,_,2
c,h,i,l,e,_,_,_,_,_,_,_,i
c,h,i,m,n,e,y,_,_,_,_,_,i
c,h,i,n,a,_,_,_,_,_,_,_,i
c,h,i,n,a,_,c,a,b,i,n,e,i
c,h,i,p,m,u,n,k,_,_,_,_,d
c,h,i,p,s,_,_,_,_,_,_,_,t
c,h,i,s,e,l,_,_,_,_,_,_,r
c,h,o,c,o,l,a,t,e,_,_,_,o
c,h,o,o,s,e,_,_,_,_,_,_,c
c,h,o,o,s,e,_,_,_,_,_,_,i
c,h,o,p,s,_,_,_,_,_,_,_,u
c,h,r,i,s,t,i,a,n,_,_,_,i
c,h,r,i,s,t,i,a,n,i,t,y,i
c,h,r,i,s,t,m,a,s,_,_,_,v
c,h,u,r,c,h,_,_,_,_,_,_,l
c,i,g,a,r,e,t,t,e,s,_,_,g
c,i,n,e,m,a,_,_,_,_,_,_,n
c,i,r,c,u,s,_,_,_,_,_,_,r
c,i,t,i,z,e,n,s,h,i,p,_,u
c,i,t,y,_,_,_,_,_,_,_,_,u
c,l,a,m,p,_,_,_,_,_,_,_,r
c,l,a,m,s,_,_,_,_,_,_,_,m
c,l,a,s,s,r,o,o,m,_,_,_,l
c,l,e,a,n,_,_,_,_,_,_,_,m
c,l,e,a,n,_,_,_,_,_,_,_,m
c,l,e,a,n,l,i,n,e,s,s,_,m
c,l,e,a,n,s,i,n,g,_,c,r,e
c,l,e,a,r,_,_,_,_,_,_,_,a
c,l,e,a,r,l,y,_,_,_,_,_,a
c,l,e,a,t,s,_,_,_,_,_,_,o
c,l,e,r,k,_,_,_,_,_,_,_,p
c,l,e,v,e,r,_,_,_,_,_,_,s
c,l,i,c,k,_,_,_,_,_,_,_,z
c,l,i,m,b,_,_,_,_,_,_,_,b
c,l,o,c,k,_,_,_,_,_,_,_,l
c,l,o,s,e,_,_,_,_,_,_,_,r
c,l,o,s,e,_,t,o,_,_,_,_,r
c,l,o,s,e,d,_,_,_,_,_,_,r
c,l,o,s,e,t,_,_,_,_,_,_,m
c,l,o,t,h,e,s,_,_,_,_,_,s
c,l,o,t,h,e,s,_,h,a,n,g,n
c,l,o,t,h,i,n,g,_,_,_,_,p
c,l,o,t,h,i,n,g,_,s,t,o,p
c,l,o,u,d,s,_,_,_,_,_,_,b
c,l,o,u,d,y,_,_,_,_,_,_,t
c,l,u,b,_,_,_,_,_,_,_,_,u
c,l,u,t,c,h,_,_,_,_,_,_,b
c,o,a,c,h,_,_,_,_,_,_,_,t
c,o,a,s,t,_,_,_,_,_,_,_,s
c,o,a,t,_,_,_,_,_,_,_,_,a
c,o,c,k,r,o,a,c,h,_,_,_,c
c,o,c,o,n,u,t,_,_,_,_,_,c
c,o,c,o,o,n,_,_,_,_,_,_,p
c,o,f,f,e,e,_,_,_,_,_,_,f
c,o,f,f,e,e,_,t,a,b,l,e,s
c,o,f,f,e,e,p,o,t,_,_,_,f
c,o,i,n,s,_,_,_,_,_,_,_,n
c,o,l,a,n,d,e,r,_,_,_,_,l
c,o,l,d,_,_,_,_,_,_,_,_,4
c,o,l,d,_,_,_,_,_,_,_,_,s
c,o,l,l,a,r,_,_,_,_,_,_,e
c,o,l,l,e,c,t,_,c,a,l,l,a
c,o,l,l,e,g,e,_,_,_,_,_,i
c,o,l,o,r,_,_,_,_,_,_,_,l
c,o,l,u,m,b,i,a,_,_,_,_,l
c,o,m,b,_,_,_,_,_,_,_,_,i
c,o,m,e,_,_,_,_,_,_,_,_,n
c,o,m,e,_,b,a,c,k,_,_,_,g
c,o,m,e,_,i,n,_,_,_,_,_,t
c,o,m,e,_,o,n,_,_,_,_,_,m
c,o,m,e,t,_,_,_,_,_,_,_,m
c,o,m,f,o,r,t,a,b,l,e,_,m
c,o,m,p,a,n,y,_,_,_,_,_,m
c,o,m,p,e,t,i,t,i,o,n,_,m
c,o,m,p,l,a,i,n,_,_,_,_,e
c,o,m,p,l,a,i,n,t,_,_,_,e
c,o,m,p,l,e,m,e,n,t,a,r,m
c,o,m,p,l,e,t,e,_,_,_,_,m
c,o,m,p,l,e,t,e,_,_,_,_,m
c,o,m,p,o,s,e,_,_,_,_,_,d
c,o,m,p,u,t,e,r,_,_,_,_,m
c,o,n,c,e,i,t,e,d,_,_,_,e
c,o,n,c,e,r,t,_,_,_,_,_,n
c,o,n,d,i,t,i,o,n,e,r,_,a
c,o,n,d,o,m,_,_,_,_,_,_,e
c,o,n,d,u,c,t,o,r,_,_,_,n
c,o,n,f,e,r,e,n,c,e,_,_,n
c,o,n,f,i,r,m,_,_,_,_,_,n
c,o,n,g,r,a,t,u,l,a,t,e,l
c,o,n,g,r,a,t,u,l,a,t,i,n
c,o,n,n,e,c,t,_,_,_,_,_,n
c,o,n,s,e,r,v,a,t,i,v,e,n
c,o,n,s,t,e,l,l,a,t,i,o,n
c,o,n,s,t,i,p,a,t,e,d,_,t
c,o,n,s,u,l,a,t,e,_,_,_,n
c,o,n,t,a,c,t,_,_,_,_,_,n
c,o,n,t,e,n,t,e,d,_,_,_,n
c,o,n,t,i,n,e,n,t,_,_,_,n
c,o,n,t,i,n,u,e,_,_,_,_,n
c,o,n,v,e,r,s,a,t,i,o,n,n
c,o,o,k,_,_,_,_,_,_,_,_,c
c,o,o,k,_,_,_,_,_,_,_,_,c
c,o,o,k,i,e,s,_,_,_,_,_,l
c,o,o,l,_,_,_,_,_,_,_,_,e
c,o,p,i,n,g,_,s,a,w,_,_,e
c,o,p,p,e,r,_,_,_,_,_,_,b
c,o,p,y,_,_,_,_,_,_,_,_,p
c,o,p,y,_,_,_,_,_,_,_,_,p
c,o,r,d,_,_,_,_,_,_,_,_,r
c,o,r,n,_,_,_,_,_,_,_,_,4
c,o,r,n,e,r,_,_,_,_,_,_,q
c,o,r,r,e,c,t,_,_,_,_,_,r
c,o,r,r,e,c,t,_,_,_,_,_,r
c,o,r,r,e,c,t,l,y,_,_,_,r
c,o,s,t,_,_,_,_,_,_,_,_,s
c,o,s,t,_,_,_,_,_,_,_,_,s
c,o,s,t,a,_,r,i,c,a,_,_,s
c,o,t,t,o,n,_,_,_,_,_,_,g
c,o,u,c,h,_,_,_,_,_,_,_,v
c,o,u,g,h,_,_,_,_,_,_,_,s
c,o,u,n,t,_,_,_,_,_,_,_,n
c,o,u,n,t,r,y,_,_,_,_,_,4
c,o,u,p,l,e,_,_,_,_,_,_,r
c,o,u,p,o,n,_,_,_,_,_,_,p
c,o,u,r,t,_,_,_,_,_,_,_,r
c,o,u,s,i,n,_,_,_,_,_,_,i
c,o,u,s,i,n,_,_,_,_,_,_,i
c,o,v,e,r,_,_,_,_,_,_,_,b
c,o,v,e,r,_,_,_,_,_,_,_,b
c,o,v,e,r,e,d,_,_,_,_,_,b
c,o,w,_,_,_,_,_,_,_,_,_,c
c,o,w,a,r,d,_,_,_,_,_,_,b
c,r,a,b,_,_,_,_,_,_,_,_,n
c,r,a,c,k,e,r,s,_,_,_,_,l
c,r,a,d,l,e,_,_,_,_,_,_,n
c,r,a,s,h,_,_,_,_,_,_,_,l
c,r,a,z,y,_,_,_,_,_,_,_,c
c,r,e,a,m,_,_,_,_,_,_,_,e
c,r,e,d,i,t,_,_,_,_,_,_,0
c,r,e,d,i,t,_,c,a,r,d,_,r
c,r,i,b,_,_,_,_,_,_,_,_,n
c,r,i,c,k,e,t,_,_,_,_,_,i
c,r,i,m,e,_,_,_,_,_,_,_,i
c,r,o,c,o,d,i,l,e,_,_,_,c
c,r,o,s,s,_,_,_,_,_,_,_,u
c,r,o,s,s,_,_,_,_,_,_,_,u
c,r,o,s,s,w,a,l,k,_,_,_,a
c,r,o,w,_,_,_,_,_,_,_,_,e
c,r,o,w,d,e,d,_,_,_,_,_,n
c,r,u,d,e,_,_,_,_,_,_,_,u
c,r,u,e,l,_,_,_,_,_,_,_,u
c,r,u,i,s,e,_,_,_,_,_,_,u
c,r,u,t,c,h,_,_,_,_,_,_,l
c,r,y,_,_,_,_,_,_,_,_,_,i
c,r,y,_,_,_,_,_,_,_,_,_,o
c,u,b,a,_,_,_,_,_,_,_,_,b
c,u,c,u,m,b,e,r,_,_,_,_,p
c,u,f,f,l,i,n,k,s,_,_,_,n
c,u,l,t,u,r,e,_,_,_,_,_,l
c,u,p,_,_,_,_,_,_,_,_,_,z
c,u,r,r,e,n,c,y,_,_,_,_,n
c,u,r,r,e,n,t,_,_,_,_,_,t
c,u,r,t,a,i,n,_,_,_,_,_,r
c,u,r,t,a,i,n,_,r,o,d,_,r
c,u,s,t,o,m,e,r,_,_,_,_,i
c,u,s,t,o,m,s,_,o,f,f,i,u
c,u,t,_,_,_,_,_,_,_,_,_,r
c,u,t,e,_,_,_,_,_,_,_,_,n
d,a,n,c,e,_,_,_,_,_,_,_,i
d,a,n,d,r,u,f,f,_,_,_,_,s
d,a,n,g,e,r,_,_,_,_,_,_,l
d,a,n,g,e,r,o,u,s,_,_,_,l
d,a,r,k,_,_,_,_,_,_,_,_,c
d,a,r,l,i,n,g,_,_,_,_,_,e
d,a,s,h,_,_,_,_,_,_,_,_,y
d,a,t,a,b,a,s,e,_,_,_,_,s
d,a,t,e,_,_,_,_,_,_,_,_,c
d,a,u,g,h,t,e,r,_,_,_,_,j
d,a,y,_,_,_,_,_,_,_,_,_,a
d,e,a,d,_,_,_,_,_,_,_,_,e
d,e,a,d,l,i,n,e,_,_,_,_,c
d,e,a,r,_,_,_,_,_,_,_,_,e
d,e,a,t,h,_,_,_,_,_,_,_,e
d,e,c,a,f,f,_,_,_,_,_,_,s
d,e,c,e,m,b,e,r,_,_,_,_,c
d,e,c,k,_,_,_,_,_,_,_,_,o
d,e,c,l,a,r,e,_,_,_,_,_,c
d,e,e,p,_,_,_,_,_,_,_,_,o
d,e,e,r,_,_,_,_,_,_,_,_,e
d,e,f,e,n,d,a,n,t,_,_,_,u
d,e,f,r,o,s,t,_,_,_,_,_,s
d,e,l,a,y,_,_,_,_,_,_,_,t
d,e,l,e,t,e,_,_,_,_,_,_,p
d,e,l,i,c,i,o,u,s,_,_,_,l
d,e,n,_,_,_,_,_,_,_,_,_,b
d,e,n,t,i,s,t,_,_,_,_,_,n
d,e,o,d,o,r,a,n,t,_,_,_,s
d,e,p,a,r,t,m,e,n,t,_,s,a
d,e,p,a,r,t,u,r,e,_,_,_,l
d,e,p,o,s,i,t,_,_,_,_,_,p
d,e,p,t,h,_,_,_,_,_,_,_,o
d,e,s,e,r,t,_,_,_,_,_,_,s
d,e,s,k,_,_,_,_,_,_,_,_,c
d,e,s,s,e,r,t,_,_,_,_,_,s
d,e,t,a,i,l,s,_,_,_,_,_,t
d,e,t,e,r,g,e,n,t,_,_,_,t
d,e,v,e,l,o,p,_,_,_,_,_,s
d,e,v,o,t,e,_,o,n,e,s,e,d
d,i,a,b,e,t,i,c,_,_,_,_,a
d,i,a,l,_,_,_,_,_,_,_,_,r
d,i,a,l,i,n,g,_,c,o,d,e,e
d,i,a,m,o,n,d,_,_,_,_,_,a
d,i,a,p,e,r,_,_,_,_,_,_,2
d,i,a,r,r,h,e,a,_,_,_,_,a
d,i,a,r,y,_,_,_,_,_,_,_,e
d,i,c,t,i,o,n,a,r,y,_,_,c
d,i,e,_,_,_,_,_,_,_,_,_,r
d,i,e,s,e,l,_,_,_,_,_,_,s
d,i,e,t,_,_,_,_,_,_,_,_,g
d,i,f,f,e,r,e,n,c,e,_,_,f
d,i,f,f,e,r,e,n,t,_,_,_,s
d,i,f,f,i,c,u,l,t,_,_,_,f
d,i,g,_,_,_,_,_,_,_,_,_,v
d,i,n,e,_,_,_,_,_,_,_,_,n
d,i,n,i,n,g,_,r,o,o,m,_,m
d,i,n,n,e,r,_,_,_,_,_,_,n
d,i,r,e,c,t,i,o,n,s,_,_,d
d,i,r,e,c,t,l,y,_,_,_,_,r
d,i,r,e,c,t,o,r,_,_,_,_,r
d,i,r,t,y,_,_,_,_,_,_,_,c
d,i,s,a,b,l,e,d,_,_,_,_,v
d,i,s,a,b,l,e,d,_,p,e,o,r
d,i,s,a,g,r,e,e,_,_,_,_,t
d,i,s,a,p,p,e,a,r,_,_,_,s
d,i,s,c,o,_,_,_,_,_,_,_,s
d,i,s,c,o,u,n,t,_,_,_,_,s
d,i,s,c,o,v,e,r,_,_,_,_,s
d,i,s,c,u,s,s,_,_,_,_,_,s
d,i,s,h,_,_,_,_,_,_,_,_,a
d,i,s,h,w,a,s,h,e,r,_,_,v
d,i,s,i,n,f,e,c,t,a,n,t,s
d,i,s,k,_,_,_,_,_,_,_,_,s
d,i,s,p,o,s,a,b,l,e,_,_,s
d,i,s,t,a,n,c,e,_,_,_,_,s
d,i,s,t,u,r,b,_,_,_,_,_,r
d,i,v,i,d,e,_,_,_,_,_,_,v
d,i,v,i,d,e,d,_,_,_,_,_,v
d,i,v,o,r,c,e,_,_,_,_,_,v
d,i,v,o,r,c,e,_,_,_,_,_,v
d,i,v,o,r,c,e,d,_,_,_,_,v
d,i,z,z,y,_,_,_,_,_,_,_,r
d,o,_,_,_,_,_,_,_,_,_,_,c
d,o,c,t,o,r,_,_,_,_,_,_,c
d,o,c,u,m,e,n,t,s,_,_,_,c
d,o,g,_,_,_,_,_,_,_,_,_,r
d,o,l,l,_,_,_,_,_,_,_,_,2
d,o,n,k,e,y,_,_,_,_,_,_,r
d,o,o,r,_,_,_,_,_,_,_,_,e
d,o,o,r,_,h,a,n,d,l,e,_,n
d,o,o,r,_,l,o,c,k,_,_,_,g
d,o,p,e,_,_,_,_,_,_,_,_,o
d,o,u,b,l,e,_,_,_,_,_,_,b
d,o,u,b,l,e,_,b,e,d,_,_,m
d,o,v,e,_,_,_,_,_,_,_,_,l
d,o,w,n,_,_,_,_,_,_,_,_,a
d,o,w,n,l,o,a,d,_,_,_,_,j
d,o,w,n,s,t,a,i,r,s,_,_,a
d,o,w,n,t,o,w,n,_,_,_,_,n
d,r,a,g,_,_,_,_,_,_,_,_,r
d,r,a,g,o,n,f,l,y,_,_,_,b
d,r,a,i,n,_,_,_,_,_,_,_,s
d,r,a,i,n,e,r,_,_,_,_,_,p
d,r,a,i,n,s,_,_,_,_,_,_,c
d,r,a,u,g,h,t,_,_,_,_,_,r
d,r,a,w,_,_,_,_,_,_,_,_,b
d,r,a,w,i,n,g,_,_,_,_,_,b
d,r,e,a,m,_,_,_,_,_,_,_,e
d,r,e,a,m,_,_,_,_,_,_,_,n
d,r,e,s,s,_,_,_,_,_,_,_,s
d,r,e,s,s,_,u,p,_,_,_,_,s
d,r,e,s,s,e,r,_,_,_,_,_,c
d,r,i,n,k,_,_,_,_,_,_,_,b
d,r,i,n,k,_,_,_,_,_,_,_,b
d,r,i,n,k,i,n,g,_,w,a,t,u
d,r,i,v,e,_,_,_,_,_,_,_,n
d,r,i,v,e,r,_,_,_,_,_,_,n
d,r,i,v,e,w,a,y,_,_,_,_,t
d,r,i,v,i,n,g,_,l,i,c,e,r
d,r,o,w,n,_,_,_,_,_,_,_,o
d,r,u,g,_,_,_,_,_,_,_,_,o
d,r,u,g,s,t,o,r,e,_,_,_,o
d,r,u,m,_,_,_,_,_,_,_,_,m
d,r,u,n,k,_,_,_,_,_,_,_,r
d,r,u,n,k,_,_,_,_,_,_,_,b
d,r,y,_,_,_,_,_,_,_,_,_,c
d,r,y,_,_,_,_,_,_,_,_,_,c
d,r,y,e,r,_,_,_,_,_,_,_,c
d,u,c,k,_,_,_,_,_,_,_,_,t
d,u,e,_,t,o,_,_,_,_,_,_,b
d,u,n,e,_,_,_,_,_,_,_,_,n
d,u,r,i,n,g,_,_,_,_,_,_,r
d,u,s,t,_,_,_,_,_,_,_,_,l
d,u,s,t,_,_,_,_,_,_,_,_,c
d,u,s,t,_,c,l,o,t,h,_,_,2
d,u,s,t,p,a,n,_,_,_,_,_,c
d,u,s,t,y,_,_,_,_,_,_,_,b
d,u,t,y,_,_,_,_,_,_,_,_,l
d,u,t,y,_,_,_,_,_,_,_,_,t
e,_,_,_,_,_,_,_,_,_,_,_,_
e,_,_,_,_,_,_,_,_,_,_,_,_
e,a,c,h,_,_,_,_,_,_,_,_,d
e,a,g,l,e,_,_,_,_,_,_,_,u
e,a,r,_,_,_,_,_,_,_,_,_,e
e,a,r,l,i,e,r,_,_,_,_,_,t
e,a,r,l,y,_,_,_,_,_,_,_,m
e,a,r,n,_,_,_,_,_,_,_,_,n
e,a,r,n,i,n,g,s,_,_,_,_,n
e,a,r,t,h,_,_,_,_,_,_,_,e
e,a,r,t,h,q,u,a,k,e,_,_,r
e,a,s,i,l,y,_,_,_,_,_,_,c
e,a,s,y,_,_,_,_,_,_,_,_,c
e,a,t,_,_,_,_,_,_,_,_,_,m
e,c,l,i,p,s,e,_,_,_,_,_,l
e,c,o,n,o,m,i,z,e,_,_,_,o
e,c,o,n,o,m,y,_,_,_,_,_,o
e,c,u,a,d,o,r,_,_,_,_,_,u
e,d,g,e,_,_,_,_,_,_,_,_,r
e,d,i,t,i,o,n,_,_,_,_,_,i
e,d,u,c,a,t,e,_,_,_,_,_,u
e,d,u,c,a,t,e,d,_,_,_,_,l
e,d,u,c,a,t,i,o,n,_,_,_,u
e,e,l,_,_,_,_,_,_,_,_,_,g
e,f,f,e,c,t,_,_,_,_,_,_,e
e,f,f,e,c,t,i,v,e,_,_,_,e
e,f,f,o,r,t,_,_,_,_,_,_,f
e,g,g,_,_,_,_,_,_,_,_,_,e
e,g,g,p,l,a,n,t,_,_,_,_,r
e,g,o,i,s,t,_,_,_,_,_,_,o
e,g,y,p,t,_,_,_,_,_,_,_,i
e,i,g,h,t,_,_,_,_,_,_,_,h
e,i,g,h,t,e,e,n,_,_,_,_,e
e,i,g,h,t,e,e,n,t,h,_,_,c
e,i,g,h,t,h,_,_,_,_,_,_,t
e,i,g,h,t,i,e,t,h,_,_,_,t
e,i,g,h,t,y,_,_,_,_,_,_,h
e,i,t,h,e,r,_,o,n,e,_,_,a
e,l,a,s,t,i,c,_,_,_,_,_,1
e,l,b,o,w,_,_,_,_,_,_,_,d
e,l,e,c,t,i,o,n,_,_,_,_,e
e,l,e,c,t,r,i,c,_,_,_,_,0
e,l,e,c,t,r,i,c,_,r,a,z,q
e,l,e,c,t,r,i,c,i,a,n,_,e
e,l,e,c,t,r,i,c,i,t,y,_,e
e,l,e,g,a,n,t,_,_,_,_,_,e
e,l,e,m,e,n,t,_,_,_,_,_,e
e,l,e,m,e,n,t,a,r,y,_,s,c
e,l,e,p,h,a,n,t,_,_,_,_,e
e,l,e,v,a,t,o,r,_,_,_,_,c
e,l,e,v,e,n,_,_,_,_,_,_,c
e,l,e,v,e,n,t,h,_,_,_,_,d
e,l,o,q,u,e,n,t,_,_,_,_,o
e,l,s,e,_,_,_,_,_,_,_,_,_
e,m,b,a,r,g,o,_,_,_,_,_,b
e,m,b,a,r,r,a,s,s,_,_,_,e
e,m,b,a,r,r,a,s,s,e,d,_,e
e,m,b,a,s,s,y,_,_,_,_,_,b
e,m,e,r,g,e,n,c,y,_,_,_,e
e,m,e,r,g,e,n,c,y,_,e,x,l
e,m,o,t,i,o,n,_,_,_,_,_,o
e,m,p,i,r,e,_,_,_,_,_,_,p
e,m,p,l,o,y,e,e,_,_,_,_,p
e,m,p,l,o,y,e,r,_,_,_,_,t
e,m,p,t,y,_,_,_,_,_,_,_,c
e,n,c,o,u,r,a,g,e,_,_,_,i
e,n,c,y,c,l,o,p,e,d,i,a,c
e,n,d,_,_,_,_,_,_,_,_,_,n
e,n,d,_,_,_,_,_,_,_,_,_,a
e,n,d,l,e,s,s,_,_,_,_,_,t
e,n,e,m,y,_,_,_,_,_,_,_,e
e,n,e,r,g,y,_,_,_,_,_,_,e
e,n,g,a,g,e,d,_,_,_,_,_,o
e,n,g,i,n,e,_,_,_,_,_,_,t
e,n,g,i,n,e,e,r,_,_,_,_,g
e,n,g,l,a,n,d,_,_,_,_,_,g
e,n,g,l,i,s,h,_,_,_,_,_,g
e,n,j,o,y,_,_,_,_,_,_,_,s
e,n,o,u,g,h,_,_,_,_,_,_,s
e,n,q,u,i,r,y,_,d,e,s,k,f
e,n,r,o,l,l,_,_,_,_,_,_,t
e,n,t,e,r,_,_,_,_,_,_,_,t
e,n,t,e,r,t,a,i,n,_,_,_,t
e,n,t,e,r,t,a,i,n,m,e,n,p
e,n,t,h,u,s,i,a,s,t,i,c,t
e,n,t,i,r,e,_,_,_,_,_,_,t
e,n,t,r,a,n,c,e,_,_,_,_,t
e,n,v,e,l,o,p,e,_,_,_,_,b
