_,d,o,p
d,o,v,a
o,v,e,l
v,e,_,o
e,_,_,m
_,_,_,a
_,d,o,a
d,o,w,b
o,w,n,a
w,n,_,j
n,_,_,o
_,d,o,b
d,o,w,a
o,w,n,j
w,n,l,a
n,l,o,r
l,o,a,_
o,a,d,_
a,d,_,_
d,_,_,_
_,d,o,p
d,o,w,l
o,w,n,a
w,n,s,n
n,s,t,t
s,t,a,a
t,a,i,_
a,i,r,b
i,r,s,a
r,s,_,j
s,_,_,a
_,d,o,c
d,o,w,e
o,w,n,n
w,n,t,t
n,t,o,r
t,o,w,o
o,w,n,_
w,n,_,d
n,_,_,e
_,_,_,l
_,_,_,a
_,d,r,a
d,r,a,r
r,a,g,r
a,g,_,a
g,_,_,s
_,_,_,t
_,_,_,r
_,_,_,a
_,_,_,r
_,d,r,l
d,r,a,i
r,a,g,b
a,g,o,é
g,o,n,l
o,n,f,u
n,f,l,l
f,l,y,a
l,y,_,_
y,_,_,_
_,d,r,d
d,r,a,e
r,a,i,s
a,i,n,a
i,n,_,g
n,_,_,ü
_,_,_,e
_,d,r,v
d,r,a,a
r,a,i,p
a,i,n,o
i,n,e,r
n,e,r,e
e,r,_,r
r,_,_,a
_,d,r,a
d,r,a,l
r,a,i,c
a,i,n,a
i,n,s,n
n,s,_,t
s,_,_,a
_,_,_,r
_,_,_,i
_,_,_,l
_,_,_,l
_,_,_,a
_,d,r,c
d,r,a,o
r,a,u,r
a,u,g,r
u,g,h,i
g,h,t,e
h,t,_,n
t,_,_,t
_,_,_,e
_,d,r,d
d,r,a,i
r,a,w,b
a,w,_,u
w,_,_,j
_,_,_,a
_,_,_,r
_,d,r,d
d,r,a,i
r,a,w,b
a,w,i,u
w,i,n,j
i,n,g,o
n,g,_,_
g,_,_,_
_,d,r,s
d,r,e,u
r,e,a,e
e,a,m,ñ
a,m,_,o
m,_,_,_
_,d,r,s
d,r,e,o
r,e,a,n
e,a,m,a
a,m,_,r
m,_,_,_
_,_,_,a
_,_,_,m
_,_,_,b
_,_,_,i
_,_,_,c
_,_,_,i
_,d,r,v
d,r,e,e
r,e,s,s
e,s,s,t
s,s,_,i
s,_,_,d
_,_,_,o
_,d,r,v
d,r,e,e
r,e,s,s
e,s,s,t
s,s,_,i
s,_,u,r
_,u,p,s
u,p,_,e
p,_,_,_
_,d,r,t
d,r,e,o
r,e,s,c
e,s,s,a
s,s,e,d
s,e,r,o
e,r,_,r
r,_,_,_
_,d,r,b
d,r,i,e
r,i,n,b
i,n,k,i
n,k,_,d
k,_,_,a
_,d,r,b
d,r,i,e
r,i,n,b
i,n,k,e
n,k,_,r
k,_,_,_
_,d,r,a
d,r,i,g
r,i,n,u
i,n,k,a
n,k,i,_
k,i,n,p
i,n,g,o
n,g,_,t
g,_,w,a
_,w,a,b
w,a,t,l
a,t,_,e
_,d,r,c
d,r,i,o
r,i,v,n
i,v,e,d
v,e,_,u
e,_,_,c
_,_,_,i
_,_,_,r
_,d,r,c
d,r,i,o
r,i,v,n
i,v,e,d
v,e,r,u
e,r,_,c
r,_,_,t
_,_,_,o
_,_,_,r
_,d,r,e
d,r,i,n
r,i,v,t
i,v,e,r
v,e,w,a
e,w,a,d
w,a,y,a
a,y,_,_
y,_,_,d
_,_,_,e
_,_,_,c
_,d,r,c
d,r,i,a
r,i,v,r
i,v,i,n
v,i,n,é
i,n,g,_
n,g,_,d
g,_,l,e
_,l,i,_
l,i,c,c
i,c,e,o
c,e,_,n
_,d,r,a
d,r,o,h
r,o,w,o
o,w,n,g
w,n,_,a
n,_,_,s
_,_,_,e
_,d,r,d
d,r,u,r
r,u,g,o
u,g,_,g
g,_,_,a
_,d,r,d
d,r,u,r
r,u,g,o
u,g,s,g
g,s,t,u
s,t,o,e
t,o,r,r
o,r,e,í
r,e,_,a
e,_,_,_
_,d,r,t
d,r,u,a
r,u,m,m
u,m,_,b
m,_,_,o
_,_,_,r
_,d,r,b
d,r,u,o
r,u,n,r
u,n,k,r
n,k,_,a
k,_,_,c
_,_,_,h
_,_,_,o
_,d,r,e
d,r,u,m
r,u,n,b
u,n,k,o
n,k,_,r
k,_,_,r
_,_,_,a
_,_,_,c
_,_,_,h
_,_,_,a
_,_,_,r
_,_,_,s
_,d,r,s
d,r,y,e
r,y,_,c
y,_,_,o
_,d,r,s
d,r,y,e
r,y,_,c
y,_,_,a
_,_,_,r
_,d,r,s
d,r,y,e
r,y,e,c
y,e,r,a
e,r,_,d
r,_,_,o
_,_,_,r
_,_,_,a
_,d,u,p
d,u,c,a
u,c,k,t
c,k,_,o
k,_,_,_
_,d,u,d
d,u,e,e
u,e,_,b
e,_,t,i
_,t,o,d
t,o,_,o
o,_,_,_
_,_,_,a
_,d,u,d
d,u,n,u
u,n,e,n
n,e,_,a
e,_,_,_
_,d,u,d
d,u,r,u
u,r,i,r
r,i,n,a
i,n,g,n
n,g,_,t
g,_,_,e
_,d,u,p
d,u,s,o
u,s,t,l
s,t,_,v
t,_,_,o
_,d,u,s
d,u,s,a
u,s,t,c
s,t,_,u
t,_,_,d
_,_,_,i
_,_,_,r
_,d,u,p
d,u,s,a
u,s,t,ñ
s,t,_,o
t,_,c,_
_,c,l,_
c,l,o,_
l,o,t,_
o,t,h,_
t,h,_,_
h,_,_,_
_,d,u,r
d,u,s,e
u,s,t,c
s,t,p,o
t,p,a,g
p,a,n,e
a,n,_,d
n,_,_,o
_,_,_,r
_,d,u,c
d,u,s,o
u,s,t,b
s,t,y,i
t,y,_,e
y,_,_,r
_,_,_,t
_,_,_,o
_,_,_,d
_,_,_,e
_,d,u,o
d,u,t,b
u,t,y,l
t,y,_,i
y,_,_,g
_,_,_,a
_,_,_,c
_,_,_,i
_,_,_,ó
_,_,_,n
_,d,u,e
d,u,t,s
u,t,y,t
t,y,_,a
y,_,_,r
_,_,_,d
_,_,_,e
_,_,_,s
_,_,_,e
_,_,_,r
_,e,_,p
e,_,_,_
_,e,_,u
e,_,_,_
_,e,a,c
e,a,c,a
a,c,h,d
c,h,_,a
h,_,_,_
_,e,a,á
e,a,g,g
a,g,l,u
g,l,e,i
l,e,_,l
e,_,_,a
_,e,a,o
e,a,r,r
a,r,_,e
r,_,_,j
_,_,_,a
_,e,a,a
e,a,r,n
a,r,l,t
r,l,i,e
l,i,e,s
i,e,r,_
e,r,_,_
r,_,_,_
_,e,a,t
e,a,r,e
a,r,l,m
r,l,y,p
l,y,_,r
y,_,_,a
_,_,_,n
_,_,_,o
_,e,a,g
e,a,r,a
a,r,n,n
r,n,_,a
n,_,_,r
_,e,a,g
e,a,r,a
a,r,n,n
r,n,i,a
n,i,n,n
i,n,g,c
n,g,s,i
g,s,_,a
s,_,_,s
_,e,a,t
e,a,r,i
a,r,t,e
r,t,h,r
t,h,_,r
h,_,_,a
_,e,a,t
e,a,r,e
a,r,t,r
r,t,h,r
t,h,q,e
h,q,u,m
q,u,a,o
u,a,k,t
a,k,e,o
k,e,_,_
e,_,_,_
_,e,a,f
e,a,s,á
a,s,i,c
s,i,l,i
i,l,y,l
l,y,_,m
y,_,_,e
_,_,_,n
_,_,_,t
_,_,_,e
_,e,a,f
e,a,s,á
a,s,y,c
s,y,_,i
y,_,_,l
_,e,a,c
e,a,t,o
a,t,_,m
t,_,_,e
_,_,_,r
_,e,c,e
e,c,l,c
c,l,i,l
l,i,p,i
i,p,s,p
p,s,e,s
s,e,_,e
e,_,_,_
_,e,c,e
e,c,o,c
c,o,n,o
o,n,o,n
n,o,m,o
o,m,i,m
m,i,z,i
i,z,e,z
z,e,_,a
e,_,_,r
_,e,c,e
e,c,o,c
c,o,n,o
o,n,o,n
n,o,m,o
o,m,y,m
m,y,_,í
y,_,_,a
_,e,c,e
e,c,u,c
c,u,a,u
u,a,d,a
a,d,o,d
d,o,r,o
o,r,_,r
r,_,_,_
_,e,d,b
e,d,g,o
d,g,e,r
g,e,_,d
e,_,_,e
_,e,d,e
e,d,i,d
d,i,t,i
i,t,i,c
t,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,d,e
e,d,u,d
d,u,c,u
u,c,a,c
c,a,t,a
a,t,e,r
t,e,_,_
e,_,_,_
_,e,d,c
e,d,u,u
d,u,c,l
u,c,a,t
c,a,t,o
a,t,e,_
t,e,d,_
e,d,_,_
d,_,_,_
_,e,d,e
e,d,u,d
d,u,c,u
u,c,a,c
c,a,t,a
a,t,i,c
t,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,e,a
e,e,l,n
e,l,_,g
l,_,_,u
_,_,_,i
_,_,_,l
_,_,_,a
_,e,f,e
e,f,f,f
f,f,e,e
f,e,c,c
e,c,t,t
c,t,_,o
t,_,_,_
_,e,f,e
e,f,f,f
f,f,e,e
f,e,c,c
e,c,t,t
c,t,i,i
t,i,v,v
i,v,e,o
v,e,_,_
e,_,_,_
_,e,f,e
e,f,f,s
f,f,o,f
f,o,r,u
o,r,t,e
r,t,_,r
t,_,_,z
_,_,_,o
_,e,g,h
e,g,g,u
g,g,_,e
g,_,_,v
_,_,_,o
_,e,g,b
e,g,g,e
g,g,p,r
g,p,l,e
p,l,a,n
l,a,n,j
a,n,t,e
n,t,_,n
t,_,_,a
_,e,g,e
e,g,o,g
g,o,i,o
o,i,s,í
i,s,t,s
s,t,_,t
t,_,_,a
_,e,g,e
e,g,y,g
g,y,p,i
y,p,t,p
p,t,_,t
t,_,_,o
_,e,i,o
e,i,g,c
i,g,h,h
g,h,t,o
h,t,_,_
t,_,_,_
_,e,i,d
e,i,g,i
i,g,h,e
g,h,t,c
h,t,e,i
t,e,e,o
e,e,n,c
e,n,_,h
n,_,_,o
_,e,i,d
e,i,g,é
i,g,h,c
g,h,t,i
h,t,e,m
t,e,e,o
e,e,n,_
e,n,t,o
n,t,h,c
t,h,_,t
h,_,_,a
_,_,_,v
_,e,i,o
e,i,g,c
i,g,h,t
g,h,t,a
h,t,h,v
t,h,_,o
h,_,_,_
_,e,i,o
e,i,g,c
i,g,h,t
g,h,t,o
h,t,i,g
t,i,e,é
i,e,t,s
e,t,h,i
t,h,_,m
h,_,_,o
_,e,i,o
e,i,g,c
i,g,h,h
g,h,t,e
h,t,y,n
t,y,_,t
y,_,_,a
_,e,i,c
e,i,t,u
i,t,h,a
t,h,e,l
h,e,r,q
e,r,_,u
r,_,o,i
_,o,n,e
o,n,e,r
n,e,_,a
e,_,_,_
_,_,_,d
_,e,l,e
e,l,a,l
l,a,s,á
a,s,t,s
s,t,i,t
t,i,c,i
i,c,_,c
c,_,_,o
_,e,l,c
e,l,b,o
l,b,o,d
b,o,w,o
o,w,_,_
w,_,_,_
_,e,l,e
e,l,e,l
l,e,c,e
e,c,t,c
c,t,i,c
t,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,l,e
e,l,e,l
l,e,c,é
e,c,t,c
c,t,r,t
t,r,i,r
r,i,c,i
i,c,_,c
c,_,_,o
_,e,l,m
e,l,e,a
l,e,c,q
e,c,t,u
c,t,r,i
t,r,i,n
r,i,c,i
i,c,_,l
c,_,r,l
_,r,a,a
r,a,z,_
a,z,_,d
_,e,l,e
e,l,e,l
l,e,c,e
e,c,t,c
c,t,r,t
t,r,i,r
r,i,c,i
i,c,i,c
c,i,a,i
i,a,n,s
a,n,_,t
n,_,_,a
_,e,l,e
e,l,e,l
l,e,c,e
e,c,t,c
c,t,r,t
t,r,i,r
r,i,c,i
i,c,i,c
c,i,t,i
i,t,y,d
t,y,_,a
y,_,_,d
_,e,l,e
e,l,e,l
l,e,g,e
e,g,a,g
g,a,n,a
a,n,t,n
n,t,_,t
t,_,_,e
_,e,l,e
e,l,e,l
l,e,m,e
e,m,e,m
m,e,n,e
e,n,t,n
n,t,_,t
t,_,_,o
_,e,l,e
e,l,e,s
l,e,m,c
e,m,e,u
m,e,n,e
e,n,t,l
n,t,a,a
t,a,r,_
a,r,y,p
r,y,_,r
y,_,s,i
_,s,_,m
_,e,l,e
e,l,e,l
l,e,p,e
e,p,h,f
p,h,a,a
h,a,n,n
a,n,t,t
n,t,_,e
t,_,_,_
_,e,l,a
e,l,e,s
l,e,v,c
e,v,a,e
v,a,t,n
a,t,o,s
t,o,r,o
o,r,_,r
r,_,_,_
_,e,l,o
e,l,e,n
l,e,v,c
e,v,e,e
v,e,n,_
e,n,_,_
n,_,_,_
_,e,l,u
e,l,e,n
l,e,v,d
e,v,e,é
v,e,n,c
e,n,t,i
n,t,h,m
t,h,_,o
h,_,_,_
_,e,l,e
e,l,o,l
l,o,q,o
o,q,u,c
q,u,e,u
u,e,n,e
e,n,t,n
n,t,_,t
t,_,_,e
_,e,l,l
e,l,s,o
l,s,e,_
s,e,_,d
e,_,_,e
_,_,_,m
_,_,_,á
_,_,_,s
_,e,m,e
e,m,b,m
m,b,a,b
b,a,r,a
a,r,g,r
r,g,o,g
g,o,_,o
o,_,_,_
_,e,m,a
e,m,b,v
m,b,a,e
b,a,r,r
a,r,r,g
r,r,a,o
r,a,s,n
a,s,s,z
s,s,_,a
s,_,_,r
_,e,m,a
e,m,b,v
m,b,a,e
b,a,r,r
a,r,r,g
r,r,a,o
r,a,s,n
a,s,s,z
s,s,e,a
s,e,d,d
e,d,_,o
d,_,_,_
_,e,m,e
e,m,b,m
m,b,a,b
b,a,s,a
a,s,s,j
s,s,y,a
s,y,_,d
y,_,_,a
_,e,m,e
e,m,e,m
m,e,r,e
e,r,g,r
r,g,e,g
g,e,n,e
e,n,c,n
n,c,y,c
c,y,_,i
y,_,_,a
_,e,m,s
e,m,e,a
m,e,r,l
e,r,g,i
r,g,e,d
g,e,n,a
e,n,c,_
n,c,y,d
c,y,_,e
y,_,e,_
_,e,x,e
e,x,_,m
_,e,m,e
e,m,o,m
m,o,t,o
o,t,i,c
t,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,m,i
e,m,p,m
m,p,i,p
p,i,r,e
i,r,e,r
r,e,_,i
e,_,_,o
_,e,m,e
e,m,p,m
m,p,l,p
p,l,o,l
l,o,y,e
o,y,e,a
y,e,e,d
e,e,_,o
e,_,_,_
_,e,m,p
e,m,p,a
m,p,l,t
p,l,o,r
l,o,y,ó
o,y,e,n
y,e,r,_
e,r,_,_
r,_,_,_
_,e,m,v
e,m,p,a
m,p,t,c
p,t,y,í
t,y,_,o
y,_,_,_
_,e,n,a
e,n,c,n
n,c,o,i
c,o,u,m
o,u,r,a
u,r,a,r
r,a,g,_
a,g,e,_
g,e,_,_
e,_,_,_
_,e,n,e
e,n,c,n
n,c,y,c
c,y,c,i
y,c,l,c
c,l,o,l
l,o,p,o
o,p,e,p
p,e,d,e
e,d,i,d
d,i,a,i
i,a,_,a
_,e,n,f
e,n,d,i
n,d,_,n
d,_,_,_
_,e,n,a
e,n,d,c
n,d,_,a
d,_,_,b
_,_,_,a
_,_,_,r
_,e,n,i
e,n,d,n
n,d,l,t
d,l,e,e
l,e,s,r
e,s,s,m
s,s,_,i
s,_,_,n
_,_,_,a
_,_,_,b
_,_,_,l
_,_,_,e
_,e,n,e
e,n,e,n
n,e,m,e
e,m,y,m
m,y,_,i
y,_,_,g
_,_,_,o
_,e,n,e
e,n,e,n
n,e,r,e
e,r,g,r
r,g,y,g
g,y,_,í
y,_,_,a
_,e,n,p
e,n,g,r
n,g,a,o
g,a,g,m
a,g,e,e
g,e,d,t
e,d,_,i
d,_,_,d
_,_,_,o
_,e,n,m
e,n,g,o
n,g,i,t
g,i,n,o
i,n,e,r
n,e,_,_
e,_,_,_
_,e,n,i
e,n,g,n
n,g,i,g
g,i,n,e
i,n,e,n
n,e,e,i
e,e,r,e
e,r,_,r
r,_,_,o
_,e,n,i
e,n,g,n
n,g,l,g
g,l,a,l
l,a,n,a
a,n,d,t
n,d,_,e
d,_,_,r
_,_,_,r
_,_,_,a
_,e,n,i
e,n,g,n
n,g,l,g
g,l,i,l
l,i,s,e
i,s,h,s
s,h,_,_
h,_,_,_
_,e,n,d
e,n,j,i
n,j,o,s
j,o,y,f
o,y,_,r
y,_,_,u
_,_,_,t
_,_,_,a
_,_,_,r
_,e,n,b
e,n,o,a
n,o,u,s
o,u,g,t
u,g,h,a
g,h,_,n
h,_,_,t
_,_,_,e
_,e,n,i
e,n,q,n
n,q,u,f
q,u,i,o
u,i,r,r
i,r,y,m
r,y,_,a
y,_,d,c
_,d,e,i
d,e,s,ó
e,s,k,n
s,k,_,_
_,e,n,m
e,n,r,a
n,r,o,t
r,o,l,r
o,l,l,i
l,l,_,c
l,_,_,u
_,_,_,l
_,_,_,a
_,_,_,r
_,_,_,s
_,_,_,e
_,e,n,e
e,n,t,n
n,t,e,t
t,e,r,r
e,r,_,a
r,_,_,r
_,e,n,e
e,n,t,n
n,t,e,t
t,e,r,r
e,r,t,e
r,t,a,t
t,a,i,e
a,i,n,n
i,n,_,e
n,_,_,r
_,e,n,e
e,n,t,s
n,t,e,p
t,e,r,e
e,r,t,c
r,t,a,t
t,a,i,á
a,i,n,c
i,n,m,u
n,m,e,l
m,e,n,o
e,n,_,s
_,e,n,e
e,n,t,n
n,t,h,t
t,h,u,u
h,u,s,s
u,s,i,i
s,i,a,a
i,a,s,s
a,s,t,t
s,t,i,a
t,i,c,_
i,c,_,_
_,e,n,e
e,n,t,n
n,t,i,t
t,i,r,e
i,r,e,r
r,e,_,o
e,_,_,_
_,e,n,e
e,n,t,n
n,t,r,t
t,r,a,r
r,a,n,a
a,n,c,d
n,c,e,a
c,e,_,_
e,_,_,_
_,e,n,s
e,n,v,o
n,v,e,b
v,e,l,r
e,l,o,e
l,o,p,_
o,p,e,_
p,e,_,_
e,_,_,_
_,e,n,e
e,n,v,n
n,v,i,v
v,i,a,i
i,a,b,d
a,b,l,i
b,l,e,a
l,e,_,b
e,_,_,l
_,_,_,e
_,e,n,e
e,n,v,n
n,v,i,v
v,i,o,i
i,o,u,d
o,u,s,i
u,s,_,o
s,_,_,s
_,_,_,o
_,e,n,e
e,n,v,n
n,v,i,t
v,i,r,o
i,r,o,r
r,o,n,n
o,n,m,o
n,m,e,_
m,e,n,_
e,n,t,_
n,t,_,_
t,_,_,_
_,e,n,e
e,n,v,n
n,v,y,v
v,y,_,i
y,_,_,d
_,_,_,i
_,_,_,a
_,e,p,e
e,p,i,p
p,i,s,i
i,s,o,s
s,o,d,o
o,d,e,d
d,e,_,i
e,_,_,o
_,e,q,i
e,q,u,g
q,u,a,u
u,a,l,a
a,l,_,l
l,_,_,_
_,e,q,i
e,q,u,g
q,u,a,u
u,a,l,a
a,l,i,l
l,i,t,d
i,t,y,a
t,y,_,d
y,_,_,_
_,e,q,e
e,q,u,c
q,u,a,u
u,a,t,a
a,t,o,d
t,o,r,o
o,r,_,r
r,_,_,_
_,e,q,e
e,q,u,q
q,u,i,u
u,i,p,i
i,p,m,p
p,m,e,o
m,e,n,_
e,n,t,_
n,t,_,_
t,_,_,_
_,e,r,b
e,r,a,o
r,a,s,r
a,s,e,r
s,e,_,a
e,_,_,r
_,e,r,g
e,r,a,o
r,a,s,m
a,s,e,a
s,e,r,_
e,r,_,_
r,_,_,_
_,e,r,e
e,r,r,r
r,r,o,r
r,o,r,o
o,r,_,r
r,_,_,_
_,e,s,e
e,s,c,s
s,c,a,c
c,a,l,a
a,l,a,l
l,a,t,e
a,t,o,r
t,o,r,a
o,r,_,_
r,_,_,m
_,_,_,e
_,_,_,c
_,e,s,e
e,s,c,s
s,c,a,c
c,a,p,a
a,p,e,p
p,e,_,a
e,_,_,r
_,_,_,s
_,_,_,e
_,e,s,e
e,s,p,s
s,p,e,p
p,e,c,e
e,c,i,c
c,i,a,i
i,a,l,a
a,l,l,l
l,l,y,m
l,y,_,e
y,_,_,n
_,_,_,t
_,e,s,e
e,s,p,s
s,p,i,p
p,i,o,i
i,o,n,o
o,n,a,n
n,a,g,a
a,g,e,j
g,e,_,e
e,_,_,_
_,e,s,i
e,s,s,m
s,s,e,p
s,e,n,r
e,n,t,e
n,t,i,s
t,i,a,c
i,a,l,i
a,l,_,n
l,_,_,d
_,_,_,i
_,_,_,b
_,e,s,e
e,s,t,s
s,t,i,t
t,i,m,i
i,m,a,m
m,a,t,a
a,t,e,c
t,e,_,i
e,_,_,ó
_,_,_,n
_,e,u,e
e,u,r,u
u,r,o,r
r,o,p,o
o,p,e,p
p,e,_,a
e,_,_,_
_,e,v,e
e,v,a,v
v,a,l,a
a,l,u,l
l,u,a,u
u,a,t,a
a,t,i,c
t,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,v,a
e,v,e,u
v,e,n,n
e,n,_,_
n,_,_,_
_,e,v,t
e,v,e,a
v,e,n,r
e,n,i,d
n,i,n,e
i,n,g,_
n,g,_,_
g,_,_,_
_,e,v,a
e,v,e,c
v,e,n,o
e,n,t,n
n,t,_,t
t,_,_,e
_,_,_,c
_,_,_,i
_,_,_,m
_,_,_,i
_,_,_,e
_,_,_,n
_,e,v,c
e,v,e,a
v,e,r,d
e,r,y,a
r,y,_,_
y,_,_,_
_,e,v,t
e,v,e,o
v,e,r,d
e,r,y,o
r,y,b,s
y,b,o,_
b,o,d,_
o,d,y,_
d,y,_,_
y,_,_,_
_,e,v,(
e,v,e,d
v,e,r,e
e,r,y,)
r,y,d,_
y,d,a,t
d,a,y,o
a,y,_,d
y,_,_,o
_,_,_,s
_,_,_,l
_,e,v,t
e,v,e,o
v,e,r,d
e,r,y,o
r,y,t,_
y,t,h,_
t,h,i,_
h,i,n,_
i,n,g,_
n,g,_,_
g,_,_,_
_,e,v,e
e,v,e,n
v,e,r,_
e,r,y,t
r,y,w,o
y,w,h,d
w,h,e,a
h,e,r,s
e,r,e,_
r,e,_,p
e,_,_,a
_,_,_,r
_,e,v,m
e,v,i,a
v,i,l,l
i,l,_,o
l,_,_,_
_,e,x,e
e,x,a,x
x,a,c,a
a,c,t,c
c,t,_,t
t,_,_,o
_,e,x,e
e,x,a,x
x,a,c,a
a,c,t,c
c,t,l,t
t,l,y,a
l,y,_,m
y,_,_,e
_,_,_,n
_,_,_,t
_,_,_,e
_,e,x,e
e,x,a,x
x,a,g,a
a,g,g,g
g,g,e,e
g,e,r,r
e,r,a,a
r,a,t,r
a,t,e,_
t,e,_,_
e,_,_,_
_,e,x,e
e,x,a,x
x,a,m,a
a,m,_,m
m,_,_,e
_,_,_,n
_,e,x,e
e,x,a,x
x,a,m,a
a,m,i,m
m,i,n,i
i,n,e,n
n,e,_,a
e,_,_,r
_,e,x,p
e,x,a,o
x,a,m,r
a,m,p,_
m,p,l,e
p,l,e,j
l,e,_,e
e,_,_,m
_,_,_,p
_,_,_,l
_,_,_,o
_,e,x,e
e,x,c,x
x,c,e,c
c,e,e,e
e,e,d,d
e,d,_,e
d,_,_,r
_,e,x,e
e,x,c,x
x,c,e,c
c,e,l,e
e,l,l,l
l,l,e,e
l,e,n,n
e,n,t,t
n,t,_,e
t,_,_,_
_,e,x,e
e,x,c,x
x,c,e,c
c,e,p,e
e,p,t,p
p,t,_,t
t,_,_,o
_,e,x,e
e,x,c,x
x,c,e,c
c,e,p,e
e,p,t,p
p,t,i,c
t,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,x,e
e,x,c,x
x,c,e,c
c,e,s,e
e,s,s,s
s,s,_,o
s,_,_,_
_,e,x,i
e,x,c,n
x,c,h,t
c,h,a,e
h,a,n,r
a,n,g,c
n,g,e,a
g,e,_,m
e,_,_,b
_,_,_,i
_,_,_,a
_,_,_,r
_,e,x,e
e,x,c,m
x,c,i,o
c,i,t,c
i,t,e,i
t,e,d,o
e,d,_,n
d,_,_,a
_,_,_,d
_,_,_,o
_,e,x,e
e,x,c,m
x,c,i,o
c,i,t,c
i,t,e,i
t,e,d,o
e,d,_,n
d,_,_,a
_,_,_,r
_,_,_,s
_,_,_,e
_,e,x,e
e,x,c,m
x,c,i,o
c,i,t,c
i,t,i,i
t,i,n,o
i,n,g,n
n,g,_,a
g,_,_,n
_,_,_,t
_,_,_,e
_,e,x,e
e,x,c,x
x,c,l,c
c,l,u,l
l,u,d,u
u,d,e,i
d,e,_,r
e,_,_,_
_,e,x,e
e,x,c,x
x,c,u,c
c,u,r,u
u,r,s,r
r,s,i,s
s,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,x,p
e,x,c,e
x,c,u,r
c,u,s,d
u,s,e,o
s,e,_,n
e,_,_,a
_,_,_,r
_,e,x,e
e,x,e,j
x,e,r,e
e,r,c,r
r,c,i,c
c,i,s,i
i,s,e,c
s,e,_,i
e,_,_,o
_,e,x,m
e,x,h,u
x,h,a,y
h,a,u,_
a,u,s,c
u,s,t,a
s,t,e,n
t,e,d,s
e,d,_,a
d,_,_,d
_,_,_,o
_,e,x,e
e,x,h,x
x,h,i,p
h,i,b,o
i,b,i,s
b,i,t,i
i,t,i,c
t,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,x,e
e,x,i,x
x,i,s,i
i,s,t,s
s,t,_,t
t,_,_,i
_,_,_,r
_,e,x,s
e,x,i,a
x,i,t,l
i,t,_,i
t,_,_,d
_,_,_,a
_,e,x,e
e,x,p,s
x,p,e,p
p,e,c,e
e,c,t,r
c,t,_,a
t,_,_,r
_,e,x,g
e,x,p,a
x,p,e,s
p,e,n,t
e,n,s,o
n,s,e,s
s,e,s,_
e,s,_,_
s,_,_,_
_,e,x,c
e,x,p,a
x,p,e,r
p,e,n,o
e,n,s,_
n,s,i,_
s,i,v,_
i,v,e,_
v,e,_,_
e,_,_,_
_,e,x,e
e,x,p,x
x,p,e,p
p,e,r,e
e,r,i,r
r,i,e,i
i,e,n,e
e,n,c,n
n,c,e,c
c,e,_,i
e,_,_,a
_,e,x,e
e,x,p,x
x,p,e,p
p,e,r,e
e,r,i,r
r,i,m,i
i,m,e,m
m,e,n,e
e,n,t,n
n,t,_,t
t,_,_,o
_,e,x,e
e,x,p,x
x,p,e,p
p,e,r,e
e,r,t,r
r,t,_,t
t,_,_,o
_,e,x,c
e,x,p,a
x,p,i,d
p,i,r,u
i,r,e,c
r,e,_,a
e,_,_,r
_,e,x,e
e,x,p,x
x,p,l,p
p,l,a,l
l,a,i,i
a,i,n,c
i,n,_,a
n,_,_,r
_,e,x,e
e,x,p,x
x,p,l,p
p,l,o,l
l,o,d,o
o,d,e,t
d,e,_,a
e,_,_,r
_,e,x,e
e,x,p,x
x,p,l,p
p,l,o,l
l,o,i,o
o,i,t,t
i,t,_,a
t,_,_,r
_,e,x,e
e,x,p,x
x,p,l,p
p,l,o,l
l,o,r,o
o,r,e,r
r,e,_,a
e,_,_,r
_,e,x,e
e,x,p,x
x,p,l,p
p,l,o,l
l,o,s,o
o,s,i,s
s,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,x,e
e,x,p,x
x,p,l,p
p,l,o,l
l,o,s,o
o,s,i,s
s,i,v,i
i,v,e,v
v,e,s,o
e,s,_,s
s,_,_,_
_,e,x,e
e,x,p,x
x,p,o,p
p,o,r,o
o,r,t,r
r,t,_,t
t,_,_,a
_,_,_,r
_,e,x,r
e,x,p,á
x,p,r,p
p,r,e,i
r,e,s,d
e,s,s,o
s,s,_,_
s,_,_,_
_,e,x,e
e,x,p,x
x,p,r,p
p,r,e,r
r,e,s,e
e,s,s,s
s,s,_,a
s,_,_,r
_,e,x,p
e,x,t,r
x,t,e,o
t,e,n,r
e,n,d,r
n,d,_,o
d,_,_,g
_,_,_,a
_,_,_,r
_,e,x,e
e,x,t,x
x,t,e,t
t,e,n,e
e,n,s,n
n,s,i,s
s,i,o,i
i,o,n,ó
o,n,_,n
n,_,_,_
_,e,x,e
e,x,t,x
x,t,e,t
t,e,r,e
e,r,i,r
r,i,o,i
i,o,r,o
o,r,_,r
r,_,_,_
_,e,x,e
e,x,t,x
x,t,i,t
t,i,n,i
i,n,c,n
