@relation spanish

@attribute one {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute two {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute thr {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute fou {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute fiv {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute six {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute sev {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute eig {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute nin {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute ten {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute ele {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}
@attribute twe {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}

@attribute class {_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,10,11}


@data
c,a,g,e,_,_,_,_,_,_,_,_,j
c,a,k,e,_,_,_,_,_,_,_,_,p
c,a,k,e,_,s,h,o,p,_,_,_,p
c,a,l,c,u,l,a,t,o,r,_,_,c
c,a,l,f,_,_,_,_,_,_,_,_,b
c,a,l,l,_,_,_,_,_,_,_,_,l
c,a,l,l,_,_,_,_,_,_,_,_,l
c,a,l,m,_,_,_,_,_,_,_,_,c
c,a,l,m,_,_,_,_,_,_,_,_,c
c,a,m,e,l,_,_,_,_,_,_,_,c
c,a,m,e,r,a,_,_,_,_,_,_,c
c,a,m,i,s,o,l,e,_,_,_,_,b
c,a,m,p,i,n,g,_,_,_,_,_,i
c,a,n,_,_,_,_,_,_,_,_,_,l
c,a,n,_,_,_,_,_,_,_,_,_,p
c,a,n,_,o,p,e,n,e,r,_,_,a
c,a,n,a,d,a,_,_,_,_,_,_,c
c,a,n,c,e,l,_,_,_,_,_,_,c
c,a,n,c,e,r,_,_,_,_,_,_,c
c,a,n,d,l,e,_,_,_,_,_,_,c
c,a,n,d,y,_,_,_,_,_,_,_,d
c,a,n,d,y,_,s,t,o,r,e,_,c
c,a,n,n,e,d,_,g,o,o,d,s,p
c,a,p,_,_,_,_,_,_,_,_,_,g
c,a,p,i,t,a,l,_,_,_,_,_,c
c,a,r,_,_,_,_,_,_,_,_,_,c
c,a,r,a,v,a,n,_,_,_,_,_,c
c,a,r,d,_,_,_,_,_,_,_,_,t
c,a,r,d,_,_,_,_,_,_,_,_,n
c,a,r,d,i,n,a,l,_,_,_,_,c
c,a,r,e,_,_,_,_,_,_,_,_,c
c,a,r,e,_,_,_,_,_,_,_,_,i
c,a,r,e,e,r,_,_,_,_,_,_,c
c,a,r,e,f,u,l,_,_,_,_,_,c
c,a,r,p,e,n,t,e,r,_,_,_,c
c,a,r,p,e,t,_,_,_,_,_,_,a
c,a,r,r,o,t,_,_,_,_,_,_,z
c,a,r,r,y,_,_,_,_,_,_,_,l
c,a,r,t,_,_,_,_,_,_,_,_,c
c,a,r,t,o,n,_,_,_,_,_,_,c
c,a,r,t,o,o,n,_,_,_,_,_,c
c,a,r,v,e,_,_,_,_,_,_,_,t
c,a,s,e,_,_,_,_,_,_,_,_,a
c,a,s,e,_,_,_,_,_,_,_,_,p
c,a,s,h,_,_,_,_,_,_,_,_,d
c,a,s,h,_,_,_,_,_,_,_,_,c
c,a,s,h,i,e,r,_,_,_,_,_,c
c,a,s,i,n,o,_,_,_,_,_,_,c
c,a,s,s,e,t,t,e,_,_,_,_,c
c,a,s,t,_,_,_,_,_,_,_,_,e
c,a,s,t,l,e,_,_,_,_,_,_,c
c,a,t,_,_,_,_,_,_,_,_,_,g
c,a,t,c,h,_,_,_,_,_,_,_,c
c,a,t,c,h,_,u,p,_,o,n,_,r
c,a,t,e,g,o,r,y,_,_,_,_,c
c,a,t,e,r,p,i,l,l,a,r,_,g
c,a,t,h,o,l,i,c,_,_,_,_,c
c,a,u,l,i,f,l,o,w,e,r,_,c
c,a,u,s,e,_,_,_,_,_,_,_,p
c,a,u,t,i,o,n,_,_,_,_,_,p
c,a,u,t,i,o,u,s,_,_,_,_,p
c,a,v,e,_,_,_,_,_,_,_,_,c
c,e,i,l,i,n,g,_,_,_,_,_,t
c,e,l,e,b,r,a,t,e,_,_,_,c
c,e,l,e,r,y,_,_,_,_,_,_,a
c,e,l,l,_,p,h,o,n,e,_,_,u
c,e,m,e,n,t,_,_,_,_,_,_,p
c,e,m,e,t,e,r,y,_,_,_,_,c
c,e,n,t,e,r,_,_,_,_,_,_,c
c,e,n,t,r,a,l,_,h,e,a,t,c
c,e,n,t,u,r,y,_,_,_,_,_,s
c,e,r,e,a,l,s,_,_,_,_,_,c
c,e,r,t,a,i,n,_,_,_,_,_,c
c,e,r,t,a,i,n,l,y,_,_,_,n
c,e,r,t,i,f,i,c,a,t,e,_,c
c,h,a,i,n,_,_,_,_,_,_,_,c
c,h,a,i,r,_,_,_,_,_,_,_,s
c,h,a,m,e,l,e,o,n,_,_,_,c
c,h,a,m,p,i,o,n,_,_,_,_,c
c,h,a,m,p,i,o,n,_,_,_,_,c
c,h,a,m,p,i,o,n,s,h,i,p,c
c,h,a,n,c,e,_,_,_,_,_,_,o
c,h,a,n,c,e,_,_,_,_,_,_,p
c,h,a,n,d,e,l,i,e,r,_,_,c
c,h,a,n,g,e,_,_,_,_,_,_,c
c,h,a,n,g,e,_,_,_,_,_,_,s
c,h,a,n,g,e,_,_,_,_,_,_,c
c,h,a,n,n,e,l,_,_,_,_,_,c
c,h,a,r,g,e,_,_,_,_,_,_,c
c,h,a,r,g,e,_,_,_,_,_,_,c
c,h,a,r,g,e,r,_,_,_,_,_,c
c,h,a,r,m,i,n,g,_,_,_,_,e
c,h,e,a,p,_,_,_,_,_,_,_,b
c,h,e,c,k,_,_,_,_,_,_,_,c
c,h,e,c,k,_,_,_,_,_,_,_,c
c,h,e,c,k,_,_,_,_,_,_,_,v
c,h,e,c,k,_,i,n,_,_,_,_,r
c,h,e,c,k,_,o,u,t,_,_,_,d
c,h,e,c,k,l,i,s,t,_,_,_,l
c,h,e,e,k,_,_,_,_,_,_,_,m
c,h,e,e,r,f,u,l,_,_,_,_,a
c,h,e,e,r,s,_,_,_,_,_,_,s
c,h,e,e,s,e,_,_,_,_,_,_,q
c,h,e,m,i,s,t,r,y,_,_,_,q
c,h,e,r,r,i,e,s,_,_,_,_,c
c,h,e,s,s,_,_,_,_,_,_,_,a
c,h,e,s,t,_,_,_,_,_,_,_,p
c,h,e,s,t,_,o,f,_,d,r,a,g
c,h,e,s,t,n,u,t,_,_,_,_,c
c,h,e,w,i,n,g,_,g,u,m,_,c
c,h,i,c,k,e,n,_,_,_,_,_,p
c,h,i,l,d,_,_,_,_,_,_,_,c
c,h,i,l,d,h,o,o,d,_,_,_,i
c,h,i,l,d,r,e,n,_,_,_,_,n
c,h,i,l,e,_,_,_,_,_,_,_,c
c,h,i,m,n,e,y,_,_,_,_,_,c
c,h,i,n,a,_,_,_,_,_,_,_,c
c,h,i,n,a,_,c,a,b,i,n,e,c
c,h,i,p,m,u,n,k,_,_,_,_,a
c,h,i,p,s,_,_,_,_,_,_,_,p
c,h,i,s,e,l,_,_,_,_,_,_,f
c,h,o,c,o,l,a,t,e,_,_,_,c
c,h,o,o,s,e,_,_,_,_,_,_,e
c,h,o,o,s,e,_,_,_,_,_,_,e
c,h,o,p,s,_,_,_,_,_,_,_,c
c,h,r,i,s,t,i,a,n,_,_,_,c
c,h,r,i,s,t,i,a,n,i,t,y,c
c,h,r,i,s,t,m,a,s,_,_,_,n
c,h,u,r,c,h,_,_,_,_,_,_,i
c,i,g,a,r,e,t,t,e,s,_,_,c
c,i,n,e,m,a,_,_,_,_,_,_,c
c,i,r,c,u,s,_,_,_,_,_,_,c
c,i,t,i,z,e,n,s,h,i,p,_,c
c,i,t,y,_,_,_,_,_,_,_,_,c
c,l,a,m,p,_,_,_,_,_,_,_,t
c,l,a,m,s,_,_,_,_,_,_,_,a
c,l,a,s,s,r,o,o,m,_,_,_,a
c,l,e,a,n,_,_,_,_,_,_,_,l
c,l,e,a,n,_,_,_,_,_,_,_,l
c,l,e,a,n,l,i,n,e,s,s,_,l
c,l,e,a,n,s,i,n,g,_,c,r,c
c,l,e,a,r,_,_,_,_,_,_,_,c
c,l,e,a,r,l,y,_,_,_,_,_,c
c,l,e,a,t,s,_,_,_,_,_,_,u
c,l,e,r,k,_,_,_,_,_,_,_,d
c,l,e,v,e,r,_,_,_,_,_,_,l
c,l,i,c,k,_,_,_,_,_,_,_,h
c,l,i,m,b,_,_,_,_,_,_,_,s
c,l,o,c,k,_,_,_,_,_,_,_,r
c,l,o,s,e,_,_,_,_,_,_,_,c
c,l,o,s,e,_,t,o,_,_,_,_,c
c,l,o,s,e,d,_,_,_,_,_,_,c
c,l,o,s,e,t,_,_,_,_,_,_,a
c,l,o,t,h,e,s,_,_,_,_,_,v
c,l,o,t,h,e,s,_,h,a,n,g,g
c,l,o,t,h,i,n,g,_,_,_,_,r
c,l,o,t,h,i,n,g,_,s,t,o,r
c,l,o,u,d,s,_,_,_,_,_,_,n
c,l,o,u,d,y,_,_,_,_,_,_,e
c,l,u,b,_,_,_,_,_,_,_,_,c
c,l,u,t,c,h,_,_,_,_,_,_,e
c,o,a,c,h,_,_,_,_,_,_,_,a
c,o,a,s,t,_,_,_,_,_,_,_,c
c,o,a,t,_,_,_,_,_,_,_,_,c
c,o,c,k,r,o,a,c,h,_,_,_,c
c,o,c,o,n,u,t,_,_,_,_,_,c
c,o,c,o,o,n,_,_,_,_,_,_,c
c,o,f,f,e,e,_,_,_,_,_,_,c
c,o,f,f,e,e,_,t,a,b,l,e,m
c,o,f,f,e,e,p,o,t,_,_,_,c
c,o,i,n,s,_,_,_,_,_,_,_,m
c,o,l,a,n,d,e,r,_,_,_,_,c
c,o,l,d,_,_,_,_,_,_,_,_,f
c,o,l,d,_,_,_,_,_,_,_,_,r
c,o,l,l,a,r,_,_,_,_,_,_,c
c,o,l,l,e,c,t,_,c,a,l,l,l
c,o,l,l,e,g,e,_,_,_,_,_,u
c,o,l,o,r,_,_,_,_,_,_,_,c
c,o,l,u,m,b,i,a,_,_,_,_,c
c,o,m,b,_,_,_,_,_,_,_,_,p
c,o,m,e,_,_,_,_,_,_,_,_,v
c,o,m,e,_,b,a,c,k,_,_,_,r
c,o,m,e,_,i,n,_,_,_,_,_,e
c,o,m,e,_,o,n,_,_,_,_,_,v
c,o,m,e,t,_,_,_,_,_,_,_,c
c,o,m,f,o,r,t,a,b,l,e,_,c
c,o,m,p,a,n,y,_,_,_,_,_,c
c,o,m,p,e,t,i,t,i,o,n,_,c
c,o,m,p,l,a,i,n,_,_,_,_,q
c,o,m,p,l,a,i,n,t,_,_,_,q
c,o,m,p,l,e,m,e,n,t,a,r,c
c,o,m,p,l,e,t,e,_,_,_,_,c
c,o,m,p,l,e,t,e,_,_,_,_,c
c,o,m,p,o,s,e,_,_,_,_,_,r
c,o,m,p,u,t,e,r,_,_,_,_,c
c,o,n,c,e,i,t,e,d,_,_,_,p
c,o,n,c,e,r,t,_,_,_,_,_,c
c,o,n,d,i,t,i,o,n,e,r,_,s
c,o,n,d,o,m,_,_,_,_,_,_,p
c,o,n,d,u,c,t,o,r,_,_,_,c
c,o,n,f,e,r,e,n,c,e,_,_,c
c,o,n,f,i,r,m,_,_,_,_,_,c
c,o,n,g,r,a,t,u,l,a,t,e,f
c,o,n,g,r,a,t,u,l,a,t,i,c
c,o,n,n,e,c,t,_,_,_,_,_,c
c,o,n,s,e,r,v,a,t,i,v,e,c
c,o,n,s,t,e,l,l,a,t,i,o,c
c,o,n,s,t,i,p,a,t,e,d,_,e
c,o,n,s,u,l,a,t,e,_,_,_,c
c,o,n,t,a,c,t,_,_,_,_,_,p
c,o,n,t,e,n,t,e,d,_,_,_,c
c,o,n,t,i,n,e,n,t,_,_,_,c
c,o,n,t,i,n,u,e,_,_,_,_,c
c,o,n,v,e,r,s,a,t,i,o,n,c
c,o,o,k,_,_,_,_,_,_,_,_,c
c,o,o,k,_,_,_,_,_,_,_,_,c
c,o,o,k,i,e,s,_,_,_,_,_,g
c,o,o,l,_,_,_,_,_,_,_,_,f
c,o,p,i,n,g,_,s,a,w,_,_,s
c,o,p,p,e,r,_,_,_,_,_,_,c
c,o,p,y,_,_,_,_,_,_,_,_,c
c,o,p,y,_,_,_,_,_,_,_,_,c
c,o,r,d,_,_,_,_,_,_,_,_,c
c,o,r,n,_,_,_,_,_,_,_,_,m
c,o,r,n,e,r,_,_,_,_,_,_,e
c,o,r,r,e,c,t,_,_,_,_,_,c
c,o,r,r,e,c,t,_,_,_,_,_,c
c,o,r,r,e,c,t,l,y,_,_,_,c
c,o,s,t,_,_,_,_,_,_,_,_,c
c,o,s,t,_,_,_,_,_,_,_,_,c
c,o,s,t,a,_,r,i,c,a,_,_,c
c,o,t,t,o,n,_,_,_,_,_,_,a
c,o,u,c,h,_,_,_,_,_,_,_,d
c,o,u,g,h,_,_,_,_,_,_,_,t
c,o,u,n,t,_,_,_,_,_,_,_,c
c,o,u,n,t,r,y,_,_,_,_,_,p
c,o,u,p,l,e,_,_,_,_,_,_,p
c,o,u,p,o,n,_,_,_,_,_,_,c
c,o,u,r,t,_,_,_,_,_,_,_,c
c,o,u,s,i,n,_,_,_,_,_,_,p
c,o,u,s,i,n,_,_,_,_,_,_,p
c,o,v,e,r,_,_,_,_,_,_,_,c
c,o,v,e,r,_,_,_,_,_,_,_,c
c,o,v,e,r,e,d,_,_,_,_,_,c
c,o,w,_,_,_,_,_,_,_,_,_,v
c,o,w,a,r,d,_,_,_,_,_,_,c
c,r,a,b,_,_,_,_,_,_,_,_,c
c,r,a,c,k,e,r,s,_,_,_,_,g
c,r,a,d,l,e,_,_,_,_,_,_,c
c,r,a,s,h,_,_,_,_,_,_,_,c
c,r,a,z,y,_,_,_,_,_,_,_,l
c,r,e,a,m,_,_,_,_,_,_,_,c
c,r,e,d,i,t,_,_,_,_,_,_,c
c,r,e,d,i,t,_,c,a,r,d,_,t
c,r,i,b,_,_,_,_,_,_,_,_,c
c,r,i,c,k,e,t,_,_,_,_,_,g
c,r,i,m,e,_,_,_,_,_,_,_,c
c,r,o,c,o,d,i,l,e,_,_,_,c
c,r,o,s,s,_,_,_,_,_,_,_,c
c,r,o,s,s,_,_,_,_,_,_,_,c
c,r,o,s,s,w,a,l,k,_,_,_,v
c,r,o,w,_,_,_,_,_,_,_,_,c
c,r,o,w,d,e,d,_,_,_,_,_,c
c,r,u,d,e,_,_,_,_,_,_,_,b
c,r,u,e,l,_,_,_,_,_,_,_,c
c,r,u,i,s,e,_,_,_,_,_,_,c
c,r,u,t,c,h,_,_,_,_,_,_,m
c,r,y,_,_,_,_,_,_,_,_,_,g
c,r,y,_,_,_,_,_,_,_,_,_,l
c,u,b,a,_,_,_,_,_,_,_,_,c
c,u,c,u,m,b,e,r,_,_,_,_,p
c,u,f,f,l,i,n,k,s,_,_,_,m
c,u,l,t,u,r,e,_,_,_,_,_,c
c,u,p,_,_,_,_,_,_,_,_,_,t
c,u,r,r,e,n,c,y,_,_,_,_,m
c,u,r,r,e,n,t,_,_,_,_,_,a
c,u,r,t,a,i,n,_,_,_,_,_,c
c,u,r,t,a,i,n,_,r,o,d,_,c
c,u,s,t,o,m,e,r,_,_,_,_,c
c,u,s,t,o,m,s,_,o,f,f,i,a
c,u,t,_,_,_,_,_,_,_,_,_,c
c,u,t,e,_,_,_,_,_,_,_,_,l
d,a,n,c,e,_,_,_,_,_,_,_,b
d,a,n,d,r,u,f,f,_,_,_,_,c
d,a,n,g,e,r,_,_,_,_,_,_,p
d,a,n,g,e,r,o,u,s,_,_,_,p
d,a,r,k,_,_,_,_,_,_,_,_,o
d,a,r,l,i,n,g,_,_,_,_,_,q
d,a,s,h,_,_,_,_,_,_,_,_,r
d,a,t,a,b,a,s,e,_,_,_,_,b
d,a,t,e,_,_,_,_,_,_,_,_,f
d,a,u,g,h,t,e,r,_,_,_,_,h
d,a,y,_,_,_,_,_,_,_,_,_,d
d,e,a,d,_,_,_,_,_,_,_,_,m
d,e,a,d,l,i,n,e,_,_,_,_,f
d,e,a,r,_,_,_,_,_,_,_,_,q
d,e,a,t,h,_,_,_,_,_,_,_,m
d,e,c,a,f,f,_,_,_,_,_,_,d
d,e,c,e,m,b,e,r,_,_,_,_,d
d,e,c,k,_,_,_,_,_,_,_,_,a
d,e,c,l,a,r,e,_,_,_,_,_,d
d,e,e,p,_,_,_,_,_,_,_,_,p
d,e,e,r,_,_,_,_,_,_,_,_,c
d,e,f,e,n,d,a,n,t,_,_,_,a
d,e,f,r,o,s,t,_,_,_,_,_,d
d,e,l,a,y,_,_,_,_,_,_,_,r
d,e,l,e,t,e,_,_,_,_,_,_,s
d,e,l,i,c,i,o,u,s,_,_,_,d
d,e,n,_,_,_,_,_,_,_,_,_,g
d,e,n,t,i,s,t,_,_,_,_,_,d
d,e,o,d,o,r,a,n,t,_,_,_,d
d,e,p,a,r,t,m,e,n,t,_,s,g
d,e,p,a,r,t,u,r,e,_,_,_,s
d,e,p,o,s,i,t,_,_,_,_,_,d
d,e,p,t,h,_,_,_,_,_,_,_,p
d,e,s,e,r,t,_,_,_,_,_,_,d
d,e,s,k,_,_,_,_,_,_,_,_,e
d,e,s,s,e,r,t,_,_,_,_,_,p
d,e,t,a,i,l,s,_,_,_,_,_,d
d,e,t,e,r,g,e,n,t,_,_,_,d
d,e,v,e,l,o,p,_,_,_,_,_,d
d,e,v,o,t,e,_,o,n,e,s,e,d
d,i,a,b,e,t,i,c,_,_,_,_,d
d,i,a,l,_,_,_,_,_,_,_,_,m
d,i,a,l,i,n,g,_,c,o,d,e,p
d,i,a,m,o,n,d,_,_,_,_,_,d
d,i,a,p,e,r,_,_,_,_,_,_,p
d,i,a,r,r,h,e,a,_,_,_,_,d
d,i,a,r,y,_,_,_,_,_,_,_,a
d,i,c,t,i,o,n,a,r,y,_,_,d
d,i,e,_,_,_,_,_,_,_,_,_,m
d,i,e,s,e,l,_,_,_,_,_,_,g
d,i,e,t,_,_,_,_,_,_,_,_,r
d,i,f,f,e,r,e,n,c,e,_,_,d
d,i,f,f,e,r,e,n,t,_,_,_,d
d,i,f,f,i,c,u,l,t,_,_,_,d
d,i,g,_,_,_,_,_,_,_,_,_,c
d,i,n,e,_,_,_,_,_,_,_,_,c
d,i,n,i,n,g,_,r,o,o,m,_,c
d,i,n,n,e,r,_,_,_,_,_,_,c
d,i,r,e,c,t,i,o,n,s,_,_,i
d,i,r,e,c,t,l,y,_,_,_,_,d
d,i,r,e,c,t,o,r,_,_,_,_,d
d,i,r,t,y,_,_,_,_,_,_,_,s
d,i,s,a,b,l,e,d,_,_,_,_,i
d,i,s,a,b,l,e,d,_,p,e,o,p
d,i,s,a,g,r,e,e,_,_,_,_,e
d,i,s,a,p,p,e,a,r,_,_,_,d
d,i,s,c,o,_,_,_,_,_,_,_,d
d,i,s,c,o,u,n,t,_,_,_,_,d
d,i,s,c,o,v,e,r,_,_,_,_,d
d,i,s,c,u,s,s,_,_,_,_,_,d
d,i,s,h,_,_,_,_,_,_,_,_,p
d,i,s,h,w,a,s,h,e,r,_,_,l
d,i,s,i,n,f,e,c,t,a,n,t,d
d,i,s,k,_,_,_,_,_,_,_,_,d
d,i,s,p,o,s,a,b,l,e,_,_,d
d,i,s,t,a,n,c,e,_,_,_,_,d
d,i,s,t,u,r,b,_,_,_,_,_,p
d,i,v,i,d,e,_,_,_,_,_,_,d
d,i,v,i,d,e,d,_,_,_,_,_,d
d,i,v,o,r,c,e,_,_,_,_,_,d
d,i,v,o,r,c,e,_,_,_,_,_,d
d,i,v,o,r,c,e,d,_,_,_,_,d
d,i,z,z,y,_,_,_,_,_,_,_,m
d,o,_,_,_,_,_,_,_,_,_,_,h
d,o,c,t,o,r,_,_,_,_,_,_,d
d,o,c,u,m,e,n,t,s,_,_,_,d
d,o,g,_,_,_,_,_,_,_,_,_,p
d,o,l,l,_,_,_,_,_,_,_,_,m
d,o,n,k,e,y,_,_,_,_,_,_,b
d,o,o,r,_,_,_,_,_,_,_,_,p
d,o,o,r,_,h,a,n,d,l,e,_,m
d,o,o,r,_,l,o,c,k,_,_,_,s
d,o,p,e,_,_,_,_,_,_,_,_,d
d,o,u,b,l,e,_,_,_,_,_,_,d
d,o,u,b,l,e,_,b,e,d,_,_,c
d,o,v,e,_,_,_,_,_,_,_,_,p
d,o,w,n,_,_,_,_,_,_,_,_,a
d,o,w,n,l,o,a,d,_,_,_,_,b
d,o,w,n,s,t,a,i,r,s,_,_,p
d,o,w,n,t,o,w,n,_,_,_,_,c
d,r,a,g,_,_,_,_,_,_,_,_,a
d,r,a,g,o,n,f,l,y,_,_,_,l
d,r,a,i,n,_,_,_,_,_,_,_,d
d,r,a,i,n,e,r,_,_,_,_,_,v
d,r,a,i,n,s,_,_,_,_,_,_,a
d,r,a,u,g,h,t,_,_,_,_,_,c
d,r,a,w,_,_,_,_,_,_,_,_,d
d,r,a,w,i,n,g,_,_,_,_,_,d
d,r,e,a,m,_,_,_,_,_,_,_,s
d,r,e,a,m,_,_,_,_,_,_,_,s
d,r,e,s,s,_,_,_,_,_,_,_,v
d,r,e,s,s,_,u,p,_,_,_,_,v
d,r,e,s,s,e,r,_,_,_,_,_,t
d,r,i,n,k,_,_,_,_,_,_,_,b
d,r,i,n,k,_,_,_,_,_,_,_,b
d,r,i,n,k,i,n,g,_,w,a,t,a
d,r,i,v,e,_,_,_,_,_,_,_,c
d,r,i,v,e,r,_,_,_,_,_,_,c
d,r,i,v,e,w,a,y,_,_,_,_,e
d,r,i,v,i,n,g,_,l,i,c,e,c
d,r,o,w,n,_,_,_,_,_,_,_,a
d,r,u,g,_,_,_,_,_,_,_,_,d
d,r,u,g,s,t,o,r,e,_,_,_,d
d,r,u,m,_,_,_,_,_,_,_,_,t
d,r,u,n,k,_,_,_,_,_,_,_,b
d,r,u,n,k,_,_,_,_,_,_,_,e
d,r,y,_,_,_,_,_,_,_,_,_,s
d,r,y,_,_,_,_,_,_,_,_,_,s
d,r,y,e,r,_,_,_,_,_,_,_,s
d,u,c,k,_,_,_,_,_,_,_,_,p
d,u,e,_,t,o,_,_,_,_,_,_,d
d,u,n,e,_,_,_,_,_,_,_,_,d
d,u,r,i,n,g,_,_,_,_,_,_,d
d,u,s,t,_,_,_,_,_,_,_,_,p
d,u,s,t,_,_,_,_,_,_,_,_,s
d,u,s,t,_,c,l,o,t,h,_,_,p
d,u,s,t,p,a,n,_,_,_,_,_,r
d,u,s,t,y,_,_,_,_,_,_,_,c
d,u,t,y,_,_,_,_,_,_,_,_,o
d,u,t,y,_,_,_,_,_,_,_,_,e
e,_,_,_,_,_,_,_,_,_,_,_,p
e,_,_,_,_,_,_,_,_,_,_,_,u
e,a,c,h,_,_,_,_,_,_,_,_,c
e,a,g,l,e,_,_,_,_,_,_,_,0
e,a,r,_,_,_,_,_,_,_,_,_,o
e,a,r,l,i,e,r,_,_,_,_,_,a
e,a,r,l,y,_,_,_,_,_,_,_,t
e,a,r,n,_,_,_,_,_,_,_,_,g
e,a,r,n,i,n,g,s,_,_,_,_,g
e,a,r,t,h,_,_,_,_,_,_,_,t
e,a,r,t,h,q,u,a,k,e,_,_,t
e,a,s,i,l,y,_,_,_,_,_,_,f
e,a,s,y,_,_,_,_,_,_,_,_,f
e,a,t,_,_,_,_,_,_,_,_,_,c
e,c,l,i,p,s,e,_,_,_,_,_,e
e,c,o,n,o,m,i,z,e,_,_,_,e
e,c,o,n,o,m,y,_,_,_,_,_,e
e,c,u,a,d,o,r,_,_,_,_,_,e
e,d,g,e,_,_,_,_,_,_,_,_,b
e,d,i,t,i,o,n,_,_,_,_,_,e
e,d,u,c,a,t,e,_,_,_,_,_,e
e,d,u,c,a,t,e,d,_,_,_,_,c
e,d,u,c,a,t,i,o,n,_,_,_,e
e,e,l,_,_,_,_,_,_,_,_,_,a
e,f,f,e,c,t,_,_,_,_,_,_,e
e,f,f,e,c,t,i,v,e,_,_,_,e
e,f,f,o,r,t,_,_,_,_,_,_,e
e,g,g,_,_,_,_,_,_,_,_,_,h
e,g,g,p,l,a,n,t,_,_,_,_,b
e,g,o,i,s,t,_,_,_,_,_,_,e
e,g,y,p,t,_,_,_,_,_,_,_,e
e,i,g,h,t,_,_,_,_,_,_,_,o
e,i,g,h,t,e,e,n,_,_,_,_,d
e,i,g,h,t,e,e,n,t,h,_,_,d
e,i,g,h,t,h,_,_,_,_,_,_,o
e,i,g,h,t,i,e,t,h,_,_,_,o
e,i,g,h,t,y,_,_,_,_,_,_,o
e,i,t,h,e,r,_,o,n,e,_,_,c
e,l,a,s,t,i,c,_,_,_,_,_,e
e,l,b,o,w,_,_,_,_,_,_,_,c
e,l,e,c,t,i,o,n,_,_,_,_,e
e,l,e,c,t,r,i,c,_,_,_,_,e
e,l,e,c,t,r,i,c,_,r,a,z,m
e,l,e,c,t,r,i,c,i,a,n,_,e
e,l,e,c,t,r,i,c,i,t,y,_,e
e,l,e,g,a,n,t,_,_,_,_,_,e
e,l,e,m,e,n,t,_,_,_,_,_,e
e,l,e,m,e,n,t,a,r,y,_,s,e
e,l,e,p,h,a,n,t,_,_,_,_,e
e,l,e,v,a,t,o,r,_,_,_,_,a
e,l,e,v,e,n,_,_,_,_,_,_,o
e,l,e,v,e,n,t,h,_,_,_,_,u
e,l,o,q,u,e,n,t,_,_,_,_,e
e,l,s,e,_,_,_,_,_,_,_,_,l
e,m,b,a,r,g,o,_,_,_,_,_,e
e,m,b,a,r,r,a,s,s,_,_,_,a
e,m,b,a,r,r,a,s,s,e,d,_,a
e,m,b,a,s,s,y,_,_,_,_,_,e
e,m,e,r,g,e,n,c,y,_,_,_,e
e,m,e,r,g,e,n,c,y,_,e,x,s
e,m,o,t,i,o,n,_,_,_,_,_,e
e,m,p,i,r,e,_,_,_,_,_,_,i
e,m,p,l,o,y,e,e,_,_,_,_,e
e,m,p,l,o,y,e,r,_,_,_,_,p
e,m,p,t,y,_,_,_,_,_,_,_,v
e,n,c,o,u,r,a,g,e,_,_,_,a
e,n,c,y,c,l,o,p,e,d,i,a,e
e,n,d,_,_,_,_,_,_,_,_,_,f
e,n,d,_,_,_,_,_,_,_,_,_,a
e,n,d,l,e,s,s,_,_,_,_,_,i
e,n,e,m,y,_,_,_,_,_,_,_,e
e,n,e,r,g,y,_,_,_,_,_,_,e
e,n,g,a,g,e,d,_,_,_,_,_,p
